We can't find the role for the user you wanted.,Мы не можем найти указанную вами роль для пользователя.,module,Magento_Authorization
Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.,Что-то пошло не так во время составления списка разрешенных ресурсов. Вы можете узнать подробности в журнале исключений (exceptions log).,module,Magento_Authorization
You created the order.,Вы создали заказ.,module,Magento_Authorizenet
Order saving error: %1,Ошибка сохранения заказа: %1,module,Magento_Authorizenet
Please choose a payment method.,"Пожалуйста, выберите метод оплаты.",module,Magento_Authorizenet
We can't process your order right now. Please try again later.,"Мы не можем обработать ваш заказ в данный момент. Пожалуйста, повторите попытку позже.",module,Magento_Authorizenet
An error occurred on the server. Please try to place the order again.,"Ошибка на стороне сервера. Пожалуйста, попробуйте оформить заказ ещё раз.",module,Magento_Authorizenet
Credit Card: xxxx-%1,Кредитная карта: xxxx-%1,module,Magento_Authorizenet
amount %1,сумма %1,module,Magento_Authorizenet
Authorize.Net Transaction ID %1.,Authorize.Net ID транзакции %1.,module,Magento_Authorizenet
authorize,авторизовать,module,Magento_Authorizenet
authorize and capture,авторизовать и снять,module,Magento_Authorizenet
capture,снять,module,Magento_Authorizenet
refund,возврат,module,Magento_Authorizenet
Gateway error: %1,Ошибка шлюза: %1,module,Magento_Authorizenet
Something went wrong in the payment gateway.,Что-то пошло не так на платёжном шлюзе.,module,Magento_Authorizenet
Invalid amount for capture.,Неверная сумма для снятия.,module,Magento_Authorizenet
Payment capturing error.,Ошибка при снятии суммы.,module,Magento_Authorizenet
Invalid transaction ID.,Неправильный ID транзакции.,module,Magento_Authorizenet
Payment voiding error.,Ошибка аннулирования платежа.,module,Magento_Authorizenet
Invalid amount for refund.,Неверная сумма для возврата.,module,Magento_Authorizenet
Payment refunding error.,Ошибка возврата платежа.,module,Magento_Authorizenet
Please enter a transaction ID to authorize this payment.,"Пожалуйста, введите ID транзакции, чтобы авторизовать этот платёж.",module,Magento_Authorizenet
Something went wrong: the paid amount doesn't match the order amount. Please correct this and try again.,"Что-то пошло не так: оплаченная сумма не совпадает с суммой в заказе. Пожалуйста, исправьте это и попробуйте снова.",module,Magento_Authorizenet
Authorize Only,Только авторизовать,module,Magento_Authorizenet
Authorize and Capture,Авторизовать и Снять,module,Magento_Authorizenet
Unable to get transaction details. Try again later.,Невозможно получить подробности транзакции. Повторите попытку позже.,module,Magento_Authorizenet
Credit Card Type,Тип кредитной карты,module,Magento_Authorizenet
Credit Card Number,Номер кредитной карты,module,Magento_Authorizenet
Expiration Date,Дата окончания срока действия,module,Magento_Authorizenet
Card Verification Number,Проверочный код карты,module,Magento_Authorizenet
Fraud Detection ,Обнаружение мошенничества ,module,Magento_Authorizenet
Invalid Form Key. Please refresh the page.,"Неверный ключ формы. Пожалуйста, обновите страницу.",module,Magento_Backend
You entered an invalid Secret Key. Please refresh the page.,"Вы ввели неправильный секретный ключ. Пожалуйста, обновите страницу.",module,Magento_Backend
Cache Storage Management,Управление хранилищем кэша,module,Magento_Backend
Flush Magento Cache,Очистить кэш Magento,module,Magento_Backend
The cache storage may contain additional data. Are you sure that you want to flush it?,Хранилище кэша может содержать и другие данные. Вы действительно хотите его полностью очистить?,module,Magento_Backend
Flush Cache Storage,Очистить хранилище кэша,module,Magento_Backend
Invalidated,Недействительно,module,Magento_Backend
Orders,Заказы,module,Magento_Backend
Amounts,Доход,module,Magento_Backend
Bestsellers,Хиты продаж,module,Magento_Backend
Most Viewed Products,Самые просматриваемые товары,module,Magento_Backend
New Customers,Новые клиенты,module,Magento_Backend
Customers,Клиенты,module,Magento_Backend
Customer,Клиент,module,Magento_Backend
Guest,Гость,module,Magento_Backend
Items,Позиции,module,Magento_Backend
Total,Итого,module,Magento_Backend
Lifetime Sales,Оборот за весь период,module,Magento_Backend
Average Order,Средняя сумма заказа,module,Magento_Backend
Average,В среднем,module,Magento_Backend
Product,Товар,module,Magento_Backend
Price,Цена,module,Magento_Backend
Quantity,Количество,module,Magento_Backend
Views,Просмотры,module,Magento_Backend
Revenue,Доход,module,Magento_Backend
Tax,Налог,module,Magento_Backend
Shipping,Доставка,module,Magento_Backend
"Images (.gif, .jpg, .png)","Картинки (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Медиа (.avi, .flv, .swf)",module,Magento_Backend
All Files,Все файлы,module,Magento_Backend
Reset to Default,Восстановить,module,Magento_Backend
All Store Views,Все представления магазина,module,Magento_Backend
What is this?,Что это?,module,Magento_Backend
Save Account,Сохранить учётную запись,module,Magento_Backend
My Account,Личный кабинет,module,Magento_Backend
Account Information,Личная информация,module,Magento_Backend
User Name,Имя пользователя,module,Magento_Backend
First Name,Имя,module,Magento_Backend
Last Name,Фамилия,module,Magento_Backend
User Email,Адрес электронной почты (email) пользователя,module,Magento_Backend
New Password,Новый пароль,module,Magento_Backend
Password Confirmation,Подтверждение пароля,module,Magento_Backend
Interface Locale,Язык интерфейса,module,Magento_Backend
Current User Identity Verification,Проверка прав текущего пользователя,module,Magento_Backend
Your Password,Ваш пароль,module,Magento_Backend
Save Cache Settings,Сохранить настройки кэша,module,Magento_Backend
Catalog Rewrites,Переадресация в каталоге,module,Magento_Backend
Refresh,Обновить,module,Magento_Backend
Images Cache,Кэш изображений,module,Magento_Backend
Clear,Очистить,module,Magento_Backend
Search Index,Поисковый индекс,module,Magento_Backend
Rebuild,Перестроить,module,Magento_Backend
Inventory Stock Status,Статусы наличия товара,module,Magento_Backend
Rebuild Catalog Index,Перестроить индекс каталога,module,Magento_Backend
Rebuild Flat Catalog Category,Перестроить каталог с горизонтальной (flat) структурой хранения,module,Magento_Backend
Rebuild Flat Catalog Product,Перестроить товары с горизонтальной (flat) структурой хранения,module,Magento_Backend
Cache Control,Управление кэшем,module,Magento_Backend
All Cache,Весь кэш,module,Magento_Backend
No change,Без изменений,module,Magento_Backend
Disable,Отключить,module,Magento_Backend
Enable,Включить,module,Magento_Backend
Add Design Change,Добавить изменение дизайна,module,Magento_Backend
Back,Вернуться,module,Magento_Backend
Delete,Удалить,module,Magento_Backend
Are you sure?,Вы уверены?,module,Magento_Backend
Save,Сохранить,module,Magento_Backend
Edit Design Change,Редактирование Изменения дизайна,module,Magento_Backend
New Store Design Change,Новое изменение дизайна для магазина,module,Magento_Backend
General Settings,Основные настройки,module,Magento_Backend
Store,Магазин,module,Magento_Backend
-- Please Select --,"-- Пожалуйста, выберите --",module,Magento_Backend
Custom Design,Индивидуальный дизайн,module,Magento_Backend
Date From,Дата с,module,Magento_Backend
Date To,Дата по,module,Magento_Backend
Design Change,Изменение дизайна,module,Magento_Backend
General,Основное,module,Magento_Backend
Cancel,Отмена,module,Magento_Backend
Delete %1 '%2',Удалить %1 '%2',module,Magento_Backend
Delete %1,Удалить %1,module,Magento_Backend
Block Information,Информация о блоке,module,Magento_Backend
Backup Options,Параметры архивной копии,module,Magento_Backend
Create DB Backup,Создать резервную копию БД,module,Magento_Backend
Yes,Да,module,Magento_Backend
No,Нет,module,Magento_Backend
Delete Store,Удалить магазин,module,Magento_Backend
Delete Web Site,Удалить сайт,module,Magento_Backend
Save Web Site,Сохранить сайт,module,Magento_Backend
Save Store,Сохранить магазин,module,Magento_Backend
Save Store View,Сохранить представление магазина,module,Magento_Backend
Delete Store View,Удалить представление магазина,module,Magento_Backend
Edit Web Site,Изменить сайт,module,Magento_Backend
New Web Site,Новый сайт,module,Magento_Backend
Edit Store,Изменить магазин,module,Magento_Backend
New Store,Новый магазин,module,Magento_Backend
Edit Store View,Изменить представление магазина,module,Magento_Backend
New Store View,Новое представление магазина,module,Magento_Backend
Store Information,Информация о магазине,module,Magento_Backend
Web Site,Сайт,module,Magento_Backend
Name,Имя,module,Magento_Backend
Root Category,Корневая категория,module,Magento_Backend
Default Store View,Store View по умолчанию,module,Magento_Backend
Store View Information,Информация о представлении магазина,module,Magento_Backend
Code,Код,module,Magento_Backend
Status,Статус,module,Magento_Backend
Disabled,Отключено,module,Magento_Backend
Enabled,Включено,module,Magento_Backend
Sort Order,Порядок сортировки,module,Magento_Backend
Web Site Information,Информация о сайте,module,Magento_Backend
Default Store,Магазин по умолчанию,module,Magento_Backend
Set as Default,Установить значением по умолчанию,module,Magento_Backend
Stores,Магазины,module,Magento_Backend
Create Website,Создать сайт,module,Magento_Backend
Create Store,Создать магазин,module,Magento_Backend
Create Store View,Создать представление магазина,module,Magento_Backend
Home,Главная,module,Magento_Backend
Reset,Сбросить,module,Magento_Backend
Are you sure you want to do this?,Вы действительно хотите это сделать?,module,Magento_Backend
Add New Image,Добавить новое изображение,module,Magento_Backend
Reset Filter,Сбросить фильтр,module,Magento_Backend
Search,Поиск,module,Magento_Backend
Any,Любое,module,Magento_Backend
All Countries,Все страны,module,Magento_Backend
From,С,module,Magento_Backend
To,По,module,Magento_Backend
Date selector,Выбор даты,module,Magento_Backend
[ deleted ],[ удалено ],module,Magento_Backend
Select All,Выбрать все,module,Magento_Backend
 [deleted], [удалено],module,Magento_Backend
We couldn't find any records.,Мы не смогли найти никаких записей.,module,Magento_Backend
Add New,Добавить новый,module,Magento_Backend
Export,Экспорт,module,Magento_Backend
Please correct the column format and try again.,"Пожалуйста, исправьте формат столбца и попробуйте снова.",module,Magento_Backend
Please select items.,"Пожалуйста, выберите позиции.",module,Magento_Backend
Submit,Отправить,module,Magento_Backend
Unknown block type,Неизвестный тип блока,module,Magento_Backend
You have logged out.,Вы вышли из системы.,module,Magento_Backend
Specified cache type(s) don't exist: %1,Указанный тип кэша не существует: %1,module,Magento_Backend
The image cache was cleaned.,Кэш изображений очищен.,module,Magento_Backend
An error occurred while clearing the image cache.,Ошибка при очистке кэша изображений.,module,Magento_Backend
The JavaScript/CSS cache has been cleaned.,Кэш JavaScript/CSS очищен.,module,Magento_Backend
An error occurred while clearing the JavaScript/CSS cache.,Ошибка при очистке кэша JavaScript/CSS.,module,Magento_Backend
The static files cache has been cleaned.,Кэш статичных файлов очищен.,module,Magento_Backend
You flushed the cache storage.,Вы очистили хранилище кэша.,module,Magento_Backend
The Magento cache storage has been flushed.,Хранилище кэша Magento очищено.,module,Magento_Backend
Cache Management,Управление кэшем,module,Magento_Backend
%1 cache type(s) disabled.,Типов кэша отключено: %1 шт.,module,Magento_Backend
An error occurred while disabling cache.,Ошибка при отключении кэша.,module,Magento_Backend
%1 cache type(s) enabled.,Типов кэша включено: %1 шт.,module,Magento_Backend
An error occurred while enabling cache.,Ошибка при включении кэша.,module,Magento_Backend
%1 cache type(s) refreshed.,Типов кэша обновлено: %1 шт.,module,Magento_Backend
An error occurred while refreshing cache.,Ошибка при обновлении кэша.,module,Magento_Backend
Dashboard,Панель управления,module,Magento_Backend
We updated lifetime statistic.,Статистика за весь период обновлена.,module,Magento_Backend
We can't refresh lifetime statistics.,Невозможно обновить статистику за весь период.,module,Magento_Backend
invalid request,некорректный запрос,module,Magento_Backend
see error log for details,ищите подробности в журнале ошибок,module,Magento_Backend
Service unavailable: %1,Сервис недоступен: %1,module,Magento_Backend
Error,Ошибка,module,Magento_Backend
Access Denied.,Доступ запрещён.,module,Magento_Backend
You need more permissions to do this.,Вам нужно больше прав для этого действия.,module,Magento_Backend
No search modules were registered,Нет зарегистрированных модулей поиска,module,Magento_Backend
Please make sure that all global admin search modules are installed and activated.,"Пожалуйста, убедитесь, что все глобальные модули административного поиска установлены и активированы.",module,Magento_Backend
You saved the account.,Вы сохранили учётную запись.,module,Magento_Backend
An error occurred while saving account.,Ошибка при сохранении учётной записи.,module,Magento_Backend
You deleted the design change.,Вы удалили Изменение дизайна.,module,Magento_Backend
You can't delete the design change.,Вы не можете удалить изменение дизайна.,module,Magento_Backend
Edit Store Design Change,Редактирование Изменения дизайна для магазина,module,Magento_Backend
You saved the design change.,Вы сохранили Изменение дизайна.,module,Magento_Backend
System,Система,module,Magento_Backend
Manage Stores,Управление магазинами,module,Magento_Backend
The database was backed up.,Резервная копия базы данных создана.,module,Magento_Backend
We can't create a backup right now. Please try again later.,"Мы не можем создать резервную копию в данный момент. Пожалуйста, повторите попытку позже.",module,Magento_Backend
Something went wrong. Please try again.,"Что-то пошло не так. Пожалуйста, попробуйте снова.",module,Magento_Backend
This store cannot be deleted.,Невозможно удалить этот магазин.,module,Magento_Backend
You deleted the store.,Вы удалили магазин.,module,Magento_Backend
This store view cannot be deleted.,Невозможно удалить это представление магазина.,module,Magento_Backend
Store View,Store View,module,Magento_Backend
You deleted the store view.,Вы удалили представление магазина.,module,Magento_Backend
This website cannot be deleted.,Невозможно удалить этот сайт.,module,Magento_Backend
You deleted the website.,Вы удалили сайт.,module,Magento_Backend
The website does not exist.,Сайт не существует.,module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,"Перед изменением кода сайта убедитесь, что он не используется на в файле index.php.",module,Magento_Backend
The store does not exist,Магазин не существует,module,Magento_Backend
Store view doesn't exist,Представление магазина не существует,module,Magento_Backend
Before modifying the store view code please make sure it is not used in index.php.,"Перед изменением кода представления магазина убедитесь, что он не используется в файле index.php.",module,Magento_Backend
New ,Новый ,module,Magento_Backend
You saved the website.,Вы сохранили сайт.,module,Magento_Backend
You saved the store.,Вы сохранили магазин.,module,Magento_Backend
You saved the store view.,Вы сохранили представление магазина.,module,Magento_Backend
Something went wrong while saving. Please review the error log.,"Что-то пошло не так во время сохранения. Пожалуйста, проверьте журнал ошибок.",module,Magento_Backend
Last 24 Hours,Последние 24 часа,module,Magento_Backend
Last 7 Days,Последние 7 дней,module,Magento_Backend
Current Month,Текущий месяц,module,Magento_Backend
YTD,С начала года,module,Magento_Backend
2YTD,С начала прошлого года,module,Magento_Backend
You did not sign in correctly or your account is temporarily disabled.,Вы ввели некорректные данные или ваша учётная запись временно заблокирована.,module,Magento_Backend
Authentication error occurred.,Ошибка аутентификации.,module,Magento_Backend
Order,Заказ,module,Magento_Backend
Order #%1,Заказ #%1,module,Magento_Backend
Access denied,Доступ запрещён,module,Magento_Backend
Please try to sign out and sign in again.,"Пожалуйста, попробуйте выйти и авторизоваться снова.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Если вы продолжите получать это сообщение, пожалуйста, свяжитесь с владельцем магазина.",module,Magento_Backend
You need more permissions to access this.,Вам нужно больше прав для доступа сюда.,module,Magento_Backend
"Welcome, please sign in","Добро пожаловать. Пожалуйста, авторизуйтесь",module,Magento_Backend
Username,Имя пользователя,module,Magento_Backend
user name,имя пользователя,module,Magento_Backend
Password,Пароль,module,Magento_Backend
password,пароль,module,Magento_Backend
Sign in,Войти,module,Magento_Backend
No Data Found,Данные не найдены,module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Диаграмма отключена. Если вы хотите включить графики, нажмите <a href=""%1"">сюда</a>.",module,Magento_Backend
Last Orders,Последние заказы,module,Magento_Backend
Last Search Terms,Последние поисковые запросы,module,Magento_Backend
Top Search Terms,Популярные поисковые запросы,module,Magento_Backend
View Statistics For:,Просмотр статистики для:,module,Magento_Backend
All Websites,Все сайты,module,Magento_Backend
Reload Data,Обновить данные,module,Magento_Backend
Browse Files...,Просмотреть файлы...,module,Magento_Backend
ver. %1,вер. %1,module,Magento_Backend
Magento Admin Panel,Панель администрирования Magento,module,Magento_Backend
Account Setting,Настройки учётной записи,module,Magento_Backend
Customer View,Обзор клиента,module,Magento_Backend
Sign Out,Выйти,module,Magento_Backend
About the calendar,О календаре,module,Magento_Backend
Close,Закрыть,module,Magento_Backend
Go Today,Сегодня,module,Magento_Backend
Previous,Предыдущий,module,Magento_Backend
Next,Следующий,module,Magento_Backend
Time,Время,module,Magento_Backend
Hour,Час,module,Magento_Backend
Minute,Минута,module,Magento_Backend
JavaScript may be disabled in your browser.,Возможно JavaScript отключён в вашем браузере.,module,Magento_Backend
To use this website you must first enable JavaScript in your browser.,"Чтобы использовать этот сайт, вы должны сначала включить JavaScript в вашем браузере.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Это демонстрационный магазин. Любые заказы, оформленные на этом сайте, не будут обработаны или выполнены.",module,Magento_Backend
Report Bugs,Сообщайте об ошибках,module,Magento_Backend
Store View:,Представление магазина:,module,Magento_Backend
Stores Configuration,Настройка магазинов,module,Magento_Backend
Please confirm scope switching. All data that hasn't been saved will be lost.,"Пожалуйста, подтвердите смену области действия. Все несохранённые данные будут утеряны.",module,Magento_Backend
Additional Cache Management,Дополнительное управление кэшем,module,Magento_Backend
Flush Catalog Images Cache,Очистить кэш изображений каталога,module,Magento_Backend
Pregenerated product images files,Заранее созданные файлы изображений товаров,module,Magento_Backend
Flush JavaScript/CSS Cache,Очистить кэш JavaScript/CSS,module,Magento_Backend
Themes JavaScript and CSS files combined to one file,"JavaScript и CSS файлы темы, объединённые в один файл",module,Magento_Backend
Flush Static Files Cache,Очистить кэш статичный файлов,module,Magento_Backend
Preprocessed view files and static files,Предварительно обработанные файлы отображения и статичные файлы,module,Magento_Backend
Catalog,Каталог,module,Magento_Backend
JavaScript/CSS Cache,Кэш JavaScript/CSS,module,Magento_Backend
No records found.,Записей не найдено.,module,Magento_Backend
Images,Изображения,module,Magento_Backend
Big Image,Большое изображение,module,Magento_Backend
Thumbnail,Мини-изображение,module,Magento_Backend
Additional Settings,Дополнительные настройки,module,Magento_Backend
records found,записей найдено,module,Magento_Backend
selected,выбрано,module,Magento_Backend
per page,на странице,module,Magento_Backend
Previous page,Предыдущая страница,module,Magento_Backend
of %1,из %1,module,Magento_Backend
Next page,Следующая страница,module,Magento_Backend
Export to:,Экспортировать в:,module,Magento_Backend
Actions,Действия,module,Magento_Backend
Mass Actions,Массовые действия,module,Magento_Backend
Unselect All,Снять все,module,Magento_Backend
Select Visible,Выбрать видимые,module,Magento_Backend
Unselect Visible,Снять выбор с видимых,module,Magento_Backend
Changes have been made to this section that have not been saved.,"В этой секции были сделаны изменения, которые ещё не сохранены.",module,Magento_Backend
This tab contains invalid data. Please resolve this before saving.,"Эта закладка содержит неверные данные. Пожалуйста, решите проблему перед сохранением.",module,Magento_Backend
The information in this tab has been changed.,Информация на этой закладке была изменена.,module,Magento_Backend
Loading...,Загрузка...,module,Magento_Backend
System Backup,Резервная копия системы,module,Magento_Backup
Database and Media Backup,Резервная копия БД и Медиа,module,Magento_Backup
Database Backup,Резервная копия БД,module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","Архив может быть распакован при помощи <a href=""%1"">%2</a> на системах с Windows.",module,Magento_Backup
You need more permissions to activate maintenance mode right now.,У вас не хватает прав для активации режима обслуживания прямо сейчас.,module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Чтобы создать резервную копию, пожалуйста, снимите выбор с пункта ""Перевести магазин в режим обслуживания"" или обновите ваши права доступа.",module,Magento_Backup
Something went wrong while putting your store into maintenance mode.,Что-то пошло не так во время перевода вашего магазина в режим обслуживания.,module,Magento_Backup
You need more free space to create a backup.,Вам необходимо больше свободного места для создания резервной копии.,module,Magento_Backup
You need more permissions to create a backup.,Вам необходимо больше прав для создания резервной копии.,module,Magento_Backup
We can't create the backup right now.,Мы не можем создать резервную копию в данный момент.,module,Magento_Backup
Backups,Резервные копии,module,Magento_Backup
System,Система,module,Magento_Backup
Tools,Инструменты,module,Magento_Backup
Backup,Резервная копия,module,Magento_Backup
We can't delete one or more backups.,Мы не можем удалить одну или несколько резервных копий.,module,Magento_Backup
failed,неудача,module,Magento_Backup
successful,успех,module,Magento_Backup
You deleted the selected backup(s).,Вы удалили выбранные резервные копии.,module,Magento_Backup
Please correct the password.,"Пожалуйста, исправьте пароль.",module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Для завершения отката, пожалуйста, снимите выбор с пункта ""Перевести магазин в режим обслуживания"" или обновите ваши права доступа.",module,Magento_Backup
We can't find the backup file.,Мы не можем найти файл резервной копии.,module,Magento_Backup
We can't connect to the FTP right now.,Мы не можем подключиться к FTP в данный момент.,module,Magento_Backup
You need more permissions to perform a rollback.,Вам необходимо больше прав для выполнения отката.,module,Magento_Backup
Failed to rollback.,Откат не удался.,module,Magento_Backup
Database,База данных,module,Magento_Backup
Database and Media,База данных и Медиа,module,Magento_Backup
System (excluding Media),Система (без Медиа),module,Magento_Backup
You created the system backup.,Вы создали резервную копию системы.,module,Magento_Backup
You created the system backup (excluding media).,Вы создали резервную копию системы (без медиа).,module,Magento_Backup
You created the database and media backup.,Вы создали резервную копию базы данных и медиа.,module,Magento_Backup
You created the database backup.,Вы создали резервную копию базы данных.,module,Magento_Backup
The backup file does not exist.,Файл резервной копии не существует.,module,Magento_Backup
The backup file path was not specified.,Не указан путь к файлу резервной копии.,module,Magento_Backup
"The backup file ""%1"" does not exist.","Файл резервной копии ""%1"" не существует.",module,Magento_Backup
"Sorry, but we cannot read from or write to backup file ""%1"".","Извините, невозможно прочитать или записать файл резервной копии ""%1"".",module,Magento_Backup
"Something went wrong while writing to the backup file ""%1"".","Что-то пошло не так во время записи в файл резервной копии ""%1"".",module,Magento_Backup
We can't save the Cron expression.,Мы не можем сохранить Cron выражение.,module,Magento_Backup
"You will lose any data created since the backup was made, including admin users, customers and orders.","Вы потеряете любые данные, появившиеся после создания резервной копии, включая пользователей с доступом в панель администрирования, клиентов и заказы.",module,Magento_Backup
Are you sure you want to continue?,Вы действительно хотите продолжить?,module,Magento_Backup
This may take a few moments.,Это может занять какое-то время.,module,Magento_Backup
Be sure your store is in maintenance mode during backup.,"Убедитесь, что ваш магазин переведён в режим обслуживания на время создания резервных копий.",module,Magento_Backup
Backup Name,Название резервной копии,module,Magento_Backup
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Пожалуйста, используйте в этом поле только буквы (a-z или A-Z), цифры (0-9) или пробелы.",module,Magento_Backup
Maintenance mode,Режим обслуживания,module,Magento_Backup
Please put your store into maintenance mode during backup.,Перевести магазин в режим обслуживания на время создания резервной копии.,module,Magento_Backup
Exclude,Исключить,module,Magento_Backup
Exclude media folder from backup,Исключить папку media из резервной копии,module,Magento_Backup
Please enter the password to confirm rollback.,"Введите пароль, чтобы запустить восстановление резервной копии.",module,Magento_Backup
This action cannot be undone.,Это действие невозможно будет отменить.,module,Magento_Backup
User Password,Пароль пользователя,module,Magento_Backup
Please put your store into maintenance mode during rollback processing.,Перевести магазин в режим обслуживания на время восстановления резервной копии.,module,Magento_Backup
Use FTP Connection,Использовать FTP подключение ,module,Magento_Backup
FTP credentials,Настройки FTP ,module,Magento_Backup
FTP Host,FTP. Хост,module,Magento_Backup
FTP Login,FTP. Пользователь,module,Magento_Backup
FTP Password,FTP. Пароль,module,Magento_Backup
Magento root directory,Корневая папка Magento,module,Magento_Backup
Create Backup,Создать резервную копию,module,Magento_Backup
Country,Страна,module,Magento_Braintree
Allowed Credit Card Types,Разрешённые типы кредитных карт,module,Magento_Braintree
Add Rule,Добавить правило,module,Magento_Braintree
"Sorry, but something went wrong","Извините, но что-то пошло не так",module,Magento_Braintree
Authorize,Авторизовать,module,Magento_Braintree
Authorize and Capture,Авторизовать и Снять,module,Magento_Braintree
--Please Select--,--Выберите--,module,Magento_Braintree
Please agree to all the terms and conditions before placing the order.,Перед оформлением заказа Вы должны принять все Условия и Соглашения.,module,Magento_Braintree
Credit Card Type,Тип кредитной карты,module,Magento_Braintree
Credit Card Number,Номер кредитной карты,module,Magento_Braintree
"Please, enter valid Credit Card Number","Пожалуйста, введите действительный номер кредитной карты",module,Magento_Braintree
Expiration Date,Дата окончания срока действия,module,Magento_Braintree
"Please, enter valid Expiration Date","Пожалуйста, введите корректную дату окончания действия карты",module,Magento_Braintree
Card Verification Number,Проверочный код карты,module,Magento_Braintree
"Please, enter valid Card Verification Number","Пожалуйста, введите корректный код проверки подлинности карты (CVV/CVC)",module,Magento_Braintree
PayPal Account,Учётная запись PayPal,module,Magento_Braintree
PayPal Logo,Логотип PayPal,module,Magento_Braintree
Actions,Действия,module,Magento_Braintree
Delete,Удалить,module,Magento_Braintree
Percent Discount,Скидка в процентах,module,Magento_Bundle
-- Select --,-- Выберите --,module,Magento_Bundle
